modal_price,Min Price (₹),Max Price (₹),Change (₹),arrivals,Change (Tonne),commodity,date,temperature,rainfall,solar_radiation,wind_speed,rainfall_7d,rainfall_15d,temp_7d_avg,Month,Petrol_price,Diesel_price,Year,State,Month_Num,diesel_lag_7,diesel_lag_30,petrol_lag_7,petrol_lag_30,diesel_pct_change_30,market_closed_flag,price_lag_1,price_lag_3,price_lag_7,price_pct_change_3,arrival_lag_3,arrival_shock,arrival_rolling_7,supply_tightness,price_volatility_7
1191.41,546.55,1615.66,,20877.2,,onion,2014-12-31,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
1148.39,594.64,1572.04,-43.02,16717.2,-4160.0,onion,2015-01-01,22.6,0.0,13.53,13.3,,,,Jan,66.4,55.5,2015.0,Maharashtra,1.0,,,,,,0,1191.41,,,,,,,,
1166.64,564.24,1568.4,18.25,14292.2,-2425.0,onion,2015-01-02,22.4,0.0,16.29,10.9,,,,Jan,66.4,55.5,2015.0,Maharashtra,1.0,,,,,,0,1148.39,,,,,,,,
1165.05,535.05,1714.95,-1.59,9723.2,-4569.0,onion,2015-01-03,23.0,0.0,16.23,13.4,,,,Jan,66.4,55.5,2015.0,Maharashtra,1.0,,,,,,0,1166.64,1191.41,,-0.022125045114612205,20877.2,-0.5342670473051941,,,
1162.5,555.0,1732.6,-2.55,3360.8,-6362.4,onion,2015-01-04,24.8,0.0,16.95,14.5,,,,Jan,66.4,55.5,2015.0,Maharashtra,1.0,,,,,,0,1165.05,1148.39,,0.012286766690758278,16717.2,-0.7989615485846913,,,
1203.57,559.11,1648.29,41.07,22948.2,19587.4,onion,2015-01-05,25.0,0.0,18.17,16.5,,,,Jan,66.4,55.5,2015.0,Maharashtra,1.0,,,,,,0,1162.5,1166.64,,0.03165500925735431,14292.2,0.6056450371531324,,,
1164.64,498.0,1587.8,-38.93,18798.9,-4149.3,onion,2015-01-06,24.5,0.0,18.1,15.5,,,,Jan,66.4,55.5,2015.0,Maharashtra,1.0,,,,,,0,1203.57,1165.05,,-0.0003519162267712583,9723.2,0.9334066973835774,15245.385714285716,-0.23308785702840293,18.937766248324763
1245.03,562.9,1655.23,80.39,21429.0,2630.1,onion,2015-01-07,23.0,0.0,18.8,15.5,0.0,,23.614285714285717,Jan,66.4,55.5,2015.0,Maharashtra,1.0,,,,,,0,1164.64,1162.5,1191.41,0.07099354838709675,3360.8,5.376160437990954,15324.214285714286,-0.39837512060744196,33.47962948534801
1199.53,590.66,1567.66,-45.5,16435.2,-4993.8,onion,2015-01-08,23.9,0.0,18.72,14.3,0.0,,23.8,Jan,66.4,55.5,2015.0,Maharashtra,1.0,55.5,,66.4,,,0,1245.03,1203.57,1148.39,-0.0033566805420540257,22948.2,-0.28381310952493005,15283.92857142857,-0.07532562215212067,31.077869633428413
1126.17,485.73,1545.53,-73.36,22422.1,5986.9,onion,2015-01-09,24.7,0.0,18.83,13.7,0.0,,24.12857142857143,Jan,66.4,55.5,2015.0,Maharashtra,1.0,55.5,,66.4,,,0,1199.53,1164.64,1166.64,-0.033031666437697504,18798.9,0.19273468128454307,16445.342857142856,-0.36343159244388773,38.34753478138483
1098.68,463.16,1558.16,-27.48,13840.3,-8581.8,onion,2015-01-10,24.1,0.0,19.33,15.0,0.0,,24.285714285714285,Jan,66.4,55.5,2015.0,Maharashtra,1.0,55.5,,66.4,,,0,1126.17,1245.03,1165.05,-0.11754736833650588,21429.0,-0.3541322506883196,17033.5,0.1874658760677489,49.50829386986348
1170.94,657.81,1603.81,72.25,8006.1,-5834.2,onion,2015-01-11,23.8,0.0,19.6,14.7,0.0,,24.142857142857142,Jan,66.4,55.5,2015.0,Maharashtra,1.0,55.5,,66.4,,,0,1098.68,1199.53,1162.5,-0.023834335114586477,16435.2,-0.5128687207943925,17697.114285714288,0.5476042098873263,49.35666230901066
1092.86,466.67,1392.1,-78.08,18262.0,10255.9,onion,2015-01-12,23.7,0.0,19.61,14.3,0.0,,23.957142857142856,Jan,66.4,55.5,2015.0,Maharashtra,1.0,55.5,,66.4,,,0,1170.94,1126.17,1203.57,-0.029578127636147446,22422.1,-0.18553569915395965,17027.657142857144,-0.0724904692869415,55.19093671281643
1101.43,493.96,1462.04,8.58,16113.4,-2148.6,onion,2015-01-13,22.6,0.0,19.64,14.2,0.0,,23.685714285714283,Jan,66.4,55.5,2015.0,Maharashtra,1.0,55.5,,66.4,,,0,1092.86,1098.68,1164.64,0.00250300360432519,13840.3,0.16423776941251278,16644.014285714286,0.031880186871127425,58.75703783580409
1101.92,497.31,1455.23,0.49,17154.5,1041.1,onion,2015-01-14,23.0,0.0,19.34,14.1,0.0,,23.685714285714283,Jan,66.4,55.5,2015.0,Maharashtra,1.0,55.5,,66.4,,,0,1101.43,1170.94,1245.03,-0.058944096196218404,8006.1,1.1426787074855422,16033.371428571429,-0.06992469278362273,41.71628835701652
1120.24,510.29,1521.0,18.31,9195.2,-7959.3,onion,2015-01-15,23.4,0.0,19.38,14.0,0.0,0.0,23.614285714285717,Jan,66.4,55.5,2015.0,Maharashtra,1.0,55.5,,66.4,,,0,1101.92,1092.86,1199.53,0.025053529271819,18262.0,-0.4964845033402694,14999.085714285713,0.38694929976684284,27.03631869488672
1147.14,521.43,1555.79,26.91,7058.6,-2136.6,onion,2015-01-16,23.8,0.0,19.31,13.1,0.0,0.0,23.485714285714288,Jan,66.4,55.5,2015.0,Maharashtra,1.0,55.5,,66.4,,,0,1120.24,1101.43,1126.17,0.041500594681459585,16113.4,-0.5619422344135936,12804.300000000001,0.4487320665713862,29.404613583586684
1127.63,440.58,1557.89,-19.51,7960.8,902.2,onion,2015-01-17,24.1,0.0,19.26,13.6,0.0,0.0,23.485714285714288,Jan,66.4,55.5,2015.0,Maharashtra,1.0,55.5,,66.4,,,0,1147.14,1101.92,1098.68,0.023332002323217686,17154.5,-0.5359351773587105,11964.371428571429,0.3346244683620177,28.071030058967843
1227.06,711.11,1693.06,99.42,6670.9,-1289.9,onion,2015-01-18,24.3,0.0,19.22,16.2,0.0,0.0,23.557142857142853,Jan,66.4,55.5,2015.0,Maharashtra,1.0,55.5,,66.4,,,0,1127.63,1120.24,1170.94,0.09535456687852598,9195.2,-0.27452366452061955,11773.628571428571,0.4334032231840166,46.16928008762499
1185.34,542.24,1576.83,-41.71,23085.7,16414.8,onion,2015-01-19,23.2,0.0,19.26,15.0,0.0,0.0,23.485714285714288,Jan,66.4,55.5,2015.0,Maharashtra,1.0,55.5,,66.4,,,0,1227.06,1147.14,1092.86,0.03330020747249666,7058.6,2.270577734961607,12462.728571428572,-0.8523792657191558,46.60503615745974
1226.88,529.17,1699.38,41.53,14379.2,-8706.5,onion,2015-01-20,22.7,0.0,18.94,9.2,0.0,0.0,23.5,Jan,66.4,55.5,2015.0,Maharashtra,1.0,55.5,,66.4,,,0,1185.34,1127.63,1101.43,0.08801645929959294,7960.8,0.8062506280775802,12214.985714285716,-0.17717698050053257,51.221571581103696
1139.09,503.61,1543.24,-87.78,26745.0,12365.8,onion,2015-01-21,22.9,0.0,19.32,17.1,0.0,0.0,23.485714285714288,Jan,66.4,55.5,2015.0,Maharashtra,1.0,55.5,,66.4,,,0,1226.88,1227.06,1101.92,-0.07169168581813443,6670.9,3.0092041553613456,13585.057142857142,-0.9687072140187645,45.527125927716206
1128.75,482.81,1549.28,-10.34,18931.6,-7813.4,onion,2015-01-22,22.8,0.0,15.93,18.1,0.0,0.0,23.400000000000002,Jan,66.4,55.5,2015.0,Maharashtra,1.0,55.5,,66.4,,,0,1139.09,1185.34,1120.24,-0.047741576256601415,23085.7,-0.1799425618456448,14975.971428571427,-0.26413168523291597,44.14348703511178
1182.33,487.5,1545.83,53.58,20384.5,1452.9,onion,2015-01-23,23.7,0.0,18.13,19.6,0.0,0.0,23.385714285714283,Jan,66.4,55.5,2015.0,Maharashtra,1.0,55.5,,66.4,,,0,1128.75,1226.88,1147.14,-0.036311619718310005,14379.2,0.4176379770780015,16879.67142857143,-0.2076360660371689,43.25499794959053
1102.05,575.05,1496.05,-80.28,12452.7,-7931.8,onion,2015-01-24,24.5,0.0,16.69,18.2,0.0,0.0,23.442857142857143,Jan,66.4,55.5,2015.0,Maharashtra,1.0,55.5,,66.4,,,0,1182.33,1139.09,1127.63,-0.03251718477029907,26745.0,-0.5343914750420639,17521.37142857143,0.28928508531621794,48.56678249487814
1185.54,619.23,1694.23,83.49,7169.2,-5283.5,onion,2015-01-25,24.1,0.0,17.64,19.4,0.0,0.0,23.414285714285715,Jan,66.4,55.5,2015.0,Maharashtra,1.0,55.5,,66.4,,,0,1102.05,1128.75,1227.06,0.05031229235880395,18931.6,-0.6213104016564897,17592.557142857142,0.5924867577928653,42.641066948145586
1125.0,350.0,1500.5,-60.54,1882.6,-5286.6,onion,2015-01-26,23.7,0.0,18.04,19.9,0.0,0.0,23.485714285714288,Jan,66.4,55.5,2015.0,Maharashtra,1.0,55.5,,66.4,,,0,1185.54,1182.33,1185.34,-0.0484890005328461,20384.5,-0.9076455149746131,14563.542857142858,0.8707320039864711,43.75913684184034
1166.0,546.13,1549.25,41.0,17924.5,16041.9,onion,2015-01-27,23.1,0.0,19.5,22.3,0.0,0.0,23.542857142857144,Jan,66.4,55.5,2015.0,Maharashtra,1.0,55.5,,66.4,,,0,1125.0,1102.05,1226.88,0.05802822013520262,12452.7,0.4394067150095962,15070.014285714287,-0.18941493087976963,31.608715494909806
1198.94,523.57,1547.37,32.94,22006.0,4081.5,onion,2015-01-28,23.9,0.0,19.45,19.3,0.0,0.0,23.685714285714287,Jan,66.4,55.5,2015.0,Maharashtra,1.0,55.5,,66.4,,,0,1166.0,1185.54,1139.09,0.011302866204430126,7169.2,2.069519611672153,14393.014285714287,-0.5289361604984957,36.7927696054285
1236.83,541.1,1626.31,37.88,17952.4,-4053.6,onion,2015-01-29,24.1,0.0,19.87,16.0,0.0,0.0,23.87142857142857,Jan,66.4,55.5,2015.0,Maharashtra,1.0,55.5,,66.4,,,0,1198.94,1125.0,1128.75,0.09940444444444438,1882.6,8.535960905131203,14253.128571428571,-0.25954101305076893,45.367208736833916
1252.54,582.18,1631.07,15.71,19341.7,1389.3,onion,2015-01-30,25.7,0.0,19.75,13.2,0.0,0.0,24.157142857142855,Jan,66.4,55.5,2015.0,Maharashtra,1.0,55.5,,66.4,,,0,1236.83,1166.0,1182.33,0.07421955403087475,17924.5,0.07906496694468469,14104.157142857142,-0.3713474548030926,55.03259151240697
1255.36,600.0,1643.11,2.82,10696.1,-8645.6,onion,2015-01-31,25.7,0.0,20.21,13.5,0.0,0.0,24.32857142857143,Jan,66.4,55.5,2015.0,Maharashtra,1.0,55.5,55.5,66.4,66.4,0.0,0,1252.54,1198.94,1102.05,0.04705823477405028,22006.0,-0.5139461964918658,13853.214285714286,0.22789759983500477,48.501711555464915
1257.95,576.32,1778.26,2.59,7880.3,-2815.8,onion,2015-02-01,24.4,0.0,20.38,14.8,0.0,0.0,24.37142857142857,Feb,63.1,53.0,2015.0,Maharashtra,2.0,55.5,55.5,66.4,66.4,-0.04504504504504504,0,1255.36,1236.83,1185.54,0.017075911806796504,17952.4,-0.5610447628172278,13954.800000000001,0.43529824863129535,51.795207766926005
1390.81,657.5,1775.59,132.87,20629.5,12749.2,onion,2015-02-02,23.4,0.0,20.37,16.6,0.0,0.0,24.328571428571426,Feb,63.1,53.0,2015.0,Maharashtra,2.0,55.5,55.5,66.4,66.4,-0.04504504504504504,0,1257.95,1252.54,1125.0,0.11039168409791303,19341.7,0.06658153109602565,16632.928571428572,-0.24028068246722287,70.4181086693712
1354.07,645.17,1792.73,-36.75,16099.1,-4530.4,onion,2015-02-03,24.8,0.0,20.29,15.2,0.0,0.0,24.571428571428573,Feb,63.1,53.0,2015.0,Maharashtra,2.0,55.5,55.5,66.4,66.4,-0.04504504504504504,0,1390.81,1255.36,1166.0,0.07863083099668625,10696.1,0.5051373865240602,16372.157142857142,0.016678140850625273,68.33854632844937
1390.59,610.41,1833.08,36.53,20349.6,4250.5,onion,2015-02-04,26.2,0.0,20.61,16.6,0.0,0.0,24.9,Feb,63.1,53.0,2015.0,Maharashtra,2.0,55.5,55.5,66.4,66.4,-0.04504504504504504,0,1354.07,1257.95,1198.94,0.10544139274215976,7880.3,1.5823382358539648,16135.528571428573,-0.26116723786993545,69.72862181342657
1326.87,657.7,1771.03,-63.73,16586.6,-3763.0,onion,2015-02-05,25.2,0.0,20.68,14.8,0.0,0.0,25.057142857142853,Feb,63.1,53.0,2015.0,Maharashtra,2.0,55.5,55.5,66.4,66.4,-0.04504504504504504,0,1390.59,1390.81,1236.83,-0.045973209856127045,20629.5,-0.19597663540076113,15940.414285714285,-0.040537573409545676,62.934389834250204
1317.77,645.19,1748.42,-9.09,23122.8,6536.2,onion,2015-02-06,24.8,0.0,19.96,15.3,0.0,0.0,24.928571428571427,Feb,63.1,53.0,2015.0,Maharashtra,2.0,55.5,55.5,66.4,66.4,-0.04504504504504504,0,1326.87,1354.07,1252.54,-0.02680806752974363,16099.1,0.43627904665478184,16480.571428571428,-0.40303387538573565,56.02201960793828
1362.5,686.3,1737.1,44.73,8489.0,-14633.8,onion,2015-02-07,23.6,0.0,20.76,16.8,0.0,0.0,24.628571428571426,Feb,63.1,53.0,2015.0,Maharashtra,2.0,55.5,55.5,66.4,66.4,-0.04504504504504504,0,1317.77,1390.59,1255.36,-0.02020005896777621,20349.6,-0.5828419231827653,16165.271428571428,0.4748618952975912,46.87501776507409
1318.75,671.88,1781.31,-43.75,9636.0,1147.0,onion,2015-02-08,23.4,0.0,21.18,15.6,0.0,0.0,24.485714285714288,Feb,63.1,53.0,2015.0,Maharashtra,2.0,53.0,55.5,63.1,66.4,-0.04504504504504504,0,1362.5,1326.87,1257.95,-0.006119665076458049,16586.6,-0.41904911193372957,16416.085714285713,0.41301476078341276,31.669427273150017
1376.13,693.5,1737.28,57.38,21337.0,11701.0,onion,2015-02-09,24.9,0.0,21.37,16.8,0.0,0.0,24.7,Feb,63.1,53.0,2015.0,Maharashtra,2.0,53.0,55.5,63.1,66.4,-0.04504504504504504,0,1318.75,1317.77,1390.81,0.04428693929896729,23122.8,-0.077231131177885,16517.15714285714,-0.29180825825267426,29.01694209545946
1291.53,609.03,1686.0,-84.6,20752.0,-585.0,onion,2015-02-10,24.7,0.0,20.68,15.6,0.0,0.0,24.685714285714283,Feb,63.1,53.0,2015.0,Maharashtra,2.0,53.0,55.5,63.1,66.4,-0.04504504504504504,0,1376.13,1362.5,1354.07,-0.052088073394495435,8489.0,1.4445753327836024,17181.85714285714,-0.20778562104545503,36.138621274460334
1319.35,619.29,1705.41,27.82,19052.0,-1700.0,onion,2015-02-11,24.8,0.0,21.16,16.5,0.0,0.0,24.485714285714288,Feb,63.1,53.0,2015.0,Maharashtra,2.0,53.0,55.5,63.1,66.4,-0.04504504504504504,0,1291.53,1318.75,1390.59,0.0004549763033174666,9636.0,0.9771689497716894,16996.485714285714,-0.12093760558905453,29.046862054926667
1372.42,766.73,1747.3,53.07,17353.0,-1699.0,onion,2015-02-12,24.5,0.0,21.53,17.5,0.0,0.0,24.385714285714283,Feb,63.1,53.0,2015.0,Maharashtra,2.0,53.0,55.5,63.1,66.4,-0.04504504504504504,0,1319.35,1376.13,1326.87,-0.0026959662241212937,21337.0,-0.18671790785958664,17105.971428571425,-0.014441072374058374,32.95916383879024
1321.19,676.92,1650.19,-51.23,19905.0,2552.0,onion,2015-02-13,24.5,0.0,21.63,15.6,0.0,0.0,24.342857142857145,Feb,63.1,53.0,2015.0,Maharashtra,2.0,53.0,55.5,63.1,66.4,-0.04504504504504504,0,1372.42,1291.53,1317.77,0.022965010491432705,20752.0,-0.04081534309946029,16646.285714285714,-0.19576224640417428,32.651872330181966
1326.39,677.78,1715.94,5.2,9093.0,-10812.0,onion,2015-02-14,24.5,0.0,21.88,13.1,0.0,0.0,24.47142857142857,Feb,63.1,53.0,2015.0,Maharashtra,2.0,53.0,55.5,63.1,66.4,-0.04504504504504504,0,1321.19,1319.35,1362.5,0.00533596088983226,19052.0,-0.5227272727272727,16732.571428571428,0.45656888190697353,30.828895768184054
1297.67,630.0,1802.33,-28.72,7129.0,-1964.0,onion,2015-02-15,24.3,0.0,22.22,14.0,0.0,0.0,24.599999999999998,Feb,63.1,53.0,2015.0,Maharashtra,2.0,53.0,55.5,63.1,66.4,-0.04504504504504504,0,1326.39,1372.42,1318.75,-0.05446583407411725,17353.0,-0.5891776638045295,16374.42857142857,0.5646260283892132,33.298224677398544
1381.89,775.93,1705.93,84.22,24914.0,17785.0,onion,2015-02-16,24.5,0.0,22.2,19.9,0.0,0.0,24.542857142857144,Feb,63.1,53.0,2015.0,Maharashtra,2.0,53.0,55.5,63.1,66.4,-0.04504504504504504,0,1297.67,1321.19,1376.13,0.04594342978678316,19905.0,0.2516453152474253,16885.428571428572,-0.4754733582632531,34.692077248405994
1317.86,721.43,1892.86,-64.03,2430.0,-22484.0,onion,2015-02-17,25.0,0.0,22.48,16.2,0.0,0.0,24.58571428571429,Feb,63.1,53.0,2015.0,Maharashtra,2.0,53.0,55.5,63.1,66.4,-0.04504504504504504,0,1381.89,1326.39,1291.53,-0.006430989377181824,9093.0,-0.7327614648630815,14268.0,0.8296888141295206,31.054606666933232
1269.5,730.0,1681.0,-48.36,9527.0,7097.0,onion,2015-02-18,24.0,0.0,22.34,15.6,0.0,0.0,24.47142857142857,Feb,63.1,53.0,2015.0,Maharashtra,2.0,53.0,55.5,63.1,66.4,-0.04504504504504504,0,1317.86,1297.67,1319.35,-0.021708138432729486,7129.0,0.33637256277177724,12907.285714285714,0.2618897411207402,39.49564774093518
1400.0,987.75,1717.0,130.5,1696.0,-7831.0,onion,2015-02-19,24.3,0.0,22.29,18.7,0.0,0.0,24.442857142857143,Feb,63.1,53.0,2015.0,Maharashtra,2.0,53.0,55.5,63.1,66.4,-0.04504504504504504,0,1269.5,1381.89,1372.42,0.013105239925030139,24914.0,-0.9319258248374408,10670.57142857143,0.8410581840576218,45.70409526299988
1225.17,583.33,1595.0,-174.83,4444.0,2748.0,onion,2015-02-20,24.7,0.0,22.13,18.3,0.0,0.0,24.47142857142857,Feb,63.1,53.0,2015.0,Maharashtra,2.0,53.0,55.5,63.1,66.4,-0.04504504504504504,0,1400.0,1317.86,1321.19,-0.07033372285371726,2430.0,0.8288065843621399,8461.857142857143,0.47481977951479754,60.89777359289319
1244.17,508.33,1637.83,19.0,4871.0,427.0,onion,2015-02-21,27.3,0.0,22.49,14.1,0.0,0.0,24.87142857142857,Feb,63.1,53.0,2015.0,Maharashtra,2.0,53.0,55.5,63.1,66.4,-0.04504504504504504,0,1225.17,1269.5,1326.39,-0.01995273729814882,9527.0,-0.4887162800461845,7858.714285714285,0.38017850975259493,66.44461553303765
1279.15,651.92,1765.77,34.99,4126.0,-745.0,onion,2015-02-22,26.9,0.0,22.51,15.8,0.0,0.0,25.242857142857144,Feb,63.1,53.0,2015.0,Maharashtra,2.0,53.0,55.5,63.1,66.4,-0.04504504504504504,0,1244.17,1400.0,1297.67,-0.08632142857142851,1696.0,1.4327830188679245,7429.714285714285,0.4446623596369789,67.15837472153382
1296.05,725.0,1740.55,16.9,13519.0,9393.0,onion,2015-02-23,26.8,0.0,22.72,15.5,0.0,0.0,25.571428571428573,Feb,63.1,53.0,2015.0,Maharashtra,2.0,53.0,55.5,63.1,66.4,-0.04504504504504504,0,1279.15,1225.17,1381.89,0.057853195883020216,4444.0,2.042079207920792,5801.857142857143,-1.3301159727180951,57.37821405044701
1213.06,515.88,1587.12,-82.99,19390.0,5871.0,onion,2015-02-24,26.2,0.0,22.11,17.7,0.0,0.0,25.74285714285714,Feb,63.1,53.0,2015.0,Maharashtra,2.0,53.0,55.5,63.1,66.4,-0.04504504504504504,0,1296.05,1244.17,1317.86,-0.025004621554932306,4871.0,2.9807021145555326,8224.714285714286,-1.3575287026904972,62.42999599551393
1241.07,602.28,1582.79,28.01,23009.0,3619.0,onion,2015-02-25,25.3,0.0,22.45,20.7,0.0,0.0,25.928571428571427,Feb,63.1,53.0,2015.0,Maharashtra,2.0,53.0,55.5,63.1,66.4,-0.04504504504504504,0,1213.06,1279.15,1269.5,-0.029769768987218195,4126.0,4.576587493940862,10150.714285714286,-1.2667370346914362,63.78036908761401
1191.14,613.24,1495.48,-49.93,18825.0,-4184.0,onion,2015-02-26,24.4,0.0,22.77,18.7,0.0,0.0,25.942857142857143,Feb,63.1,53.0,2015.0,Maharashtra,2.0,53.0,55.5,63.1,66.4,-0.04504504504504504,0,1241.07,1296.05,1400.0,-0.08094595115929158,13519.0,0.3924846512316,12597.714285714286,-0.49431869726934585,36.54244765956827
1191.35,613.52,1534.0,0.2,22684.0,3859.0,onion,2015-02-27,23.6,0.0,23.18,15.3,0.0,0.0,25.785714285714285,Feb,63.1,53.0,2015.0,Maharashtra,2.0,53.0,55.5,63.1,66.4,-0.04504504504504504,0,1191.14,1213.06,1225.17,-0.017896888859578287,19390.0,0.16988138215575038,15203.42857142857,-0.4920318725099602,41.008922199930005
1236.11,652.89,1621.83,44.76,7251.0,-15433.0,onion,2015-02-28,22.8,6.7,15.53,23.8,6.7,6.7,25.142857142857142,Feb,63.1,53.0,2015.0,Maharashtra,2.0,53.0,55.5,63.1,66.4,-0.04504504504504504,0,1191.35,1241.07,1244.17,-0.00399655136293685,23009.0,-0.6848624451301665,15543.42857142857,0.5335006065953457,40.872895023706846
1230.78,581.39,1639.06,-5.33,6896.0,-355.0,onion,2015-03-01,22.2,11.0,15.24,26.6,17.7,17.7,24.47142857142857,Mar,68.1,57.1,2015.0,Maharashtra,3.0,53.0,55.5,63.1,66.4,0.028828828828828854,0,1236.11,1191.14,1279.15,0.03327904360528558,18825.0,-0.6336786188579018,15939.142857142857,0.5673544015630881,36.05182169626056
1275.93,722.55,1656.69,45.15,11287.0,4391.0,onion,2015-03-02,23.4,0.2,20.97,15.2,17.9,17.9,23.985714285714284,Mar,68.1,57.1,2015.0,Maharashtra,3.0,53.0,55.5,63.1,66.4,0.028828828828828854,0,1230.78,1191.35,1296.05,0.07099508960423064,22684.0,-0.5024246164697584,15620.285714285714,0.27741398547676094,30.076346662640862
1266.87,635.0,1639.6,-9.06,16092.0,4805.0,onion,2015-03-03,21.9,0.0,22.31,13.9,17.9,17.9,23.37142857142857,Mar,68.1,57.1,2015.0,Maharashtra,3.0,53.0,53.0,63.1,63.1,0.07735849056603776,0,1275.93,1236.11,1213.06,0.02488451675012741,7251.0,1.2192800992966488,15149.142857142857,-0.062238316170646166,33.055877151962335
1257.66,603.97,1642.07,-9.21,19498.0,3406.0,onion,2015-03-04,22.5,0.0,24.07,20.0,17.9,17.9,22.97142857142857,Mar,68.1,57.1,2015.0,Maharashtra,3.0,53.0,53.0,63.1,63.1,0.07735849056603776,0,1266.87,1230.78,1241.07,0.0218398089016722,6896.0,1.8274361948955917,14647.57142857143,-0.33114216886270753,34.27621499357279
1183.96,595.83,1573.83,-73.7,13800.0,-5698.0,onion,2015-03-05,23.6,0.0,24.09,15.7,17.9,17.9,22.857142857142858,Mar,68.1,57.1,2015.0,Maharashtra,3.0,53.0,53.0,63.1,63.1,0.07735849056603776,0,1257.66,1275.93,1191.14,-0.07208075678132815,11287.0,0.22264552139629662,13929.714285714286,0.009312056446650568,35.90055656817418
1167.5,550.0,1500.1,-16.46,4798.0,-9002.0,onion,2015-03-06,25.6,0.0,24.15,15.9,17.9,17.9,23.142857142857142,Mar,68.1,57.1,2015.0,Maharashtra,3.0,53.0,53.0,63.1,63.1,0.07735849056603776,0,1183.96,1266.87,1191.35,-0.07843740873175614,16092.0,-0.7018394233159334,11374.57142857143,0.5781819095224938,41.40616195228632
1299.32,651.14,1682.73,131.82,6969.0,2171.0,onion,2015-03-07,25.7,0.0,24.24,15.3,11.2,17.9,23.557142857142857,Mar,68.1,57.1,2015.0,Maharashtra,3.0,53.0,53.0,63.1,63.1,0.07735849056603776,0,1167.5,1257.66,1236.11,0.03312500993909312,19498.0,-0.6425787260231819,11334.285714285714,0.38513990420973027,48.86180663482418
1195.12,676.47,1611.59,-104.2,7081.0,112.0,onion,2015-03-08,25.2,0.0,24.09,19.6,0.2,17.9,23.985714285714284,Mar,68.1,57.1,2015.0,Maharashtra,3.0,57.1,53.0,68.1,63.1,0.07735849056603776,0,1299.32,1183.96,1230.78,0.009425994121422898,13800.0,-0.4868840579710145,11360.714285714286,0.37671172587236723,51.789608950425624
1274.03,744.37,1583.93,78.92,20364.0,13283.0,onion,2015-03-09,26.7,0.0,23.85,17.4,0.0,17.9,24.45714285714286,Mar,68.1,57.1,2015.0,Maharashtra,3.0,57.1,53.0,68.1,63.1,0.07735849056603776,0,1195.12,1167.5,1275.93,0.0912462526766595,4798.0,3.244268445185494,12657.42857142857,-0.6088575878648339,51.5449320865731
1286.37,625.77,1655.37,12.33,18210.0,-2154.0,onion,2015-03-10,26.7,0.0,23.0,15.5,0.0,17.9,25.142857142857142,Mar,68.1,57.1,2015.0,Maharashtra,3.0,57.1,53.0,68.1,63.1,0.07735849056603776,0,1274.03,1299.32,1266.87,-0.009966751839423735,6969.0,1.6130004304778305,12960.0,-0.4050925925925926,54.02645538023279
1328.65,663.46,1688.69,42.29,10396.0,-7814.0,onion,2015-03-11,27.2,0.0,22.35,11.9,0.0,17.9,25.814285714285713,Mar,68.1,57.1,2015.0,Maharashtra,3.0,57.1,53.0,68.1,63.1,0.07735849056603776,0,1286.37,1195.12,1257.66,0.11172936608876113,7081.0,0.46815421550628444,11659.714285714286,0.10838295474037593,64.11641911398274
1253.53,632.41,1606.21,-75.12,21848.0,11452.0,onion,2015-03-12,28.5,0.0,23.22,17.9,0.0,17.9,26.514285714285712,Mar,68.1,57.1,2015.0,Maharashtra,3.0,57.1,53.0,68.1,63.1,0.07735849056603776,0,1328.65,1274.03,1183.96,-0.01609067290409174,20364.0,0.07287369868395208,12809.42857142857,-0.7056186291347892,57.62579729848077
1255.72,614.03,1608.93,2.19,27175.0,5327.0,onion,2015-03-13,28.7,0.3,23.64,14.2,0.3,18.2,26.95714285714286,Mar,68.1,57.1,2015.0,Maharashtra,3.0,57.1,53.0,68.1,63.1,0.07735849056603776,0,1253.53,1286.37,1167.5,-0.02382673725288981,18210.0,0.49231191652937945,16006.142857142857,-0.6977856715725212,42.16005986261063
1266.14,710.23,1589.77,10.41,11573.0,-15602.0,onion,2015-03-14,26.8,0.0,22.7,19.0,0.3,18.2,27.11428571428571,Mar,68.1,57.1,2015.0,Maharashtra,3.0,57.1,53.0,68.1,63.1,0.07735849056603776,0,1255.72,1328.65,1299.32,-0.04704775524028148,10396.0,0.11321662177760677,16663.85714285714,0.30550292763637293,40.184497603166804
1250.39,683.33,1680.39,-15.75,11043.0,-530.0,onion,2015-03-15,25.8,0.0,23.69,17.5,0.3,11.5,27.2,Mar,68.1,57.1,2015.0,Maharashtra,3.0,57.1,53.0,68.1,63.1,0.07735849056603776,0,1266.14,1253.53,1195.12,-0.002504926088725338,21848.0,-0.49455327718784325,17229.85714285714,0.3590776807700917,27.418350737101527
1370.94,812.81,1748.44,120.55,1605.0,-9438.0,onion,2015-03-16,25.5,0.0,24.13,16.9,0.3,0.5,27.02857142857143,Mar,68.1,57.1,2015.0,Maharashtra,3.0,57.1,53.0,68.1,63.1,0.07735849056603776,0,1250.39,1255.72,1274.03,0.09175612397668272,27175.0,-0.9409383624655013,14550.0,0.8896907216494845,45.92399787640684
